,cust,monetary,recency,frequency,R,F,M,cluster,RFM_score,class
379,M013276696,19674782.0,2.0,215.0,4,3,2,0.0,75.62418265813139,1
380,M013285074,4207030.0,11.0,109.0,4,2,1,3.0,59.213159415457994,2
381,M013366941,2289220.0,18.0,107.0,4,2,1,1.0,59.213159415457994,2
382,M013398724,83150.0,85.0,23.0,3,1,1,1.0,42.17795351465323,4
383,M013414665,5905116.0,122.0,42.0,2,1,1,0.0,33.58897675732661,4
384,M013587825,1536600.0,9.0,35.0,4,1,1,3.0,50.766930271979845,3
385,M013639641,175720.0,12.0,8.0,4,1,1,0.0,50.766930271979845,3
387,M013684099,2057730.0,13.0,29.0,4,1,1,0.0,50.766930271979845,3
388,M013700307,1105283.0,67.0,31.0,3,1,1,2.0,42.17795351465323,4
389,M013769296,679983.0,28.0,59.0,4,2,1,2.0,59.213159415457994,2
390,M013796485,1498440.0,14.0,20.0,4,1,1,0.0,50.766930271979845,3
391,M013839762,1372640.0,57.0,17.0,3,1,1,2.0,42.17795351465323,4
392,M013849448,1761744.0,40.0,50.0,4,1,1,0.0,50.766930271979845,3
393,M013922952,5565985.0,8.0,106.0,4,2,1,0.0,59.213159415457994,2
394,M013938777,1666560.0,11.0,34.0,4,1,1,1.0,50.766930271979845,3
395,M013962648,2203612.0,16.0,53.0,4,2,1,0.0,59.213159415457994,2
397,M014008347,4148200.0,4.0,50.0,4,1,1,0.0,50.766930271979845,3
398,M014035745,2196180.0,30.0,26.0,4,1,1,0.0,50.766930271979845,3
399,M014070401,13900.0,205.0,1.0,2,1,1,1.0,33.58897675732661,4
400,M014075207,915617.0,14.0,30.0,4,1,1,1.0,50.766930271979845,3
401,M014090492,69000.0,167.0,1.0,2,1,1,0.0,33.58897675732661,4
403,M014182354,488850.0,1.0,27.0,4,1,1,0.0,50.766930271979845,3
404,M014275222,11738035.0,1.0,205.0,4,3,1,0.0,67.65938855893616,1
405,M014292351,491150.0,20.0,53.0,4,2,1,0.0,59.213159415457994,2
406,M014293224,488253.0,4.0,29.0,4,1,1,1.0,50.766930271979845,3
407,M014321937,4732585.0,18.0,45.0,4,1,1,0.0,50.766930271979845,3
408,M014339861,8661970.0,2.0,55.0,4,2,1,2.0,59.213159415457994,2
409,M014340605,1971187.0,21.0,45.0,4,1,1,0.0,50.766930271979845,3
410,M014382968,2841250.0,53.0,36.0,3,1,1,2.0,42.17795351465323,4
411,M014383657,747543.0,19.0,8.0,4,1,1,0.0,50.766930271979845,3
413,M014405668,763100.0,227.0,17.0,2,1,1,0.0,33.58897675732661,4
414,M014429367,14100.0,15.0,2.0,4,1,1,0.0,50.766930271979845,3
415,M014467656,8874225.0,13.0,149.0,4,3,1,2.0,67.65938855893616,1
416,M014498295,2009920.0,83.0,15.0,3,1,1,0.0,42.17795351465323,4
418,M014583713,19570168.0,2.0,145.0,4,3,2,0.0,75.62418265813139,1
419,M014591324,36320.0,241.0,3.0,1,1,1,0.0,25.0,4
420,M014601678,6046580.0,41.0,23.0,3,1,1,0.0,42.17795351465323,4
421,M014747239,4478290.0,70.0,54.0,3,2,1,1.0,50.62418265813138,3
422,M014747434,311310.0,25.0,19.0,4,1,1,0.0,50.766930271979845,3
423,M014792007,735200.0,288.0,4.0,1,1,1,0.0,25.0,4
425,M014836999,259000.0,4.0,1.0,4,1,1,0.0,50.766930271979845,3
427,M014905326,239750.0,39.0,19.0,4,1,1,1.0,50.766930271979845,3
428,M014906758,198200.0,22.0,9.0,4,1,1,1.0,50.766930271979845,3
429,M014972107,124320.0,194.0,5.0,2,1,1,0.0,33.58897675732661,4
430,M015013029,984639.0,129.0,23.0,2,1,1,0.0,33.58897675732661,4
431,M015042346,6348438.0,1.0,228.0,4,3,1,0.0,67.65938855893616,1
432,M015046115,357652.0,167.0,24.0,2,1,1,0.0,33.58897675732661,4
433,M015048162,552099.0,3.0,28.0,4,1,1,1.0,50.766930271979845,3
434,M015093664,1511660.0,4.0,20.0,4,1,1,0.0,50.766930271979845,3
435,M015178683,447380.0,67.0,11.0,3,1,1,2.0,42.17795351465323,4
436,M015213177,635220.0,3.0,108.0,4,2,1,1.0,59.213159415457994,2
437,M015257959,186220.0,17.0,10.0,4,1,1,0.0,50.766930271979845,3
438,M015281716,3578440.0,2.0,31.0,4,1,1,0.0,50.766930271979845,3
439,M015325650,10263030.0,1.0,26.0,4,1,1,2.0,50.766930271979845,3
440,M015329772,481500.0,50.0,6.0,3,1,1,0.0,42.17795351465323,4
441,M015353566,323600.0,74.0,18.0,3,1,1,0.0,42.17795351465323,4
442,M015393009,4149310.0,14.0,36.0,4,1,1,2.0,50.766930271979845,3
443,M015430351,14119100.0,108.0,17.0,3,1,1,1.0,42.17795351465323,4
444,M015471763,4503787.0,7.0,84.0,4,2,1,0.0,59.213159415457994,2
445,M015481747,1460180.0,16.0,54.0,4,2,1,3.0,59.213159415457994,2
446,M015491572,1420020.0,1.0,156.0,4,3,1,0.0,67.65938855893616,1
447,M015518376,1149530.0,49.0,29.0,3,1,1,0.0,42.17795351465323,4
448,M015539270,8809240.0,14.0,86.0,4,2,1,0.0,59.213159415457994,2
449,M015550030,444531.0,152.0,55.0,2,2,1,0.0,42.03520590080477,4
451,M015584897,5122629.0,7.0,83.0,4,2,1,0.0,59.213159415457994,2
452,M015605443,400600.0,121.0,3.0,2,1,1,0.0,33.58897675732661,4
453,M015614508,65200.0,7.0,15.0,4,1,1,0.0,50.766930271979845,3
454,M015639704,1357232.0,1.0,48.0,4,1,1,0.0,50.766930271979845,3
455,M015650164,4280108.0,2.0,164.0,4,3,1,0.0,67.65938855893616,1
456,M015674072,3284810.0,3.0,154.0,4,3,1,0.0,67.65938855893616,1
457,M015674351,268150.0,148.0,25.0,2,1,1,0.0,33.58897675732661,4
459,M015750998,5526911.0,4.0,127.0,4,2,1,0.0,59.213159415457994,2
460,M015851779,8765410.0,1.0,158.0,4,3,1,0.0,67.65938855893616,1
461,M015853886,2760504.0,7.0,48.0,4,1,1,0.0,50.766930271979845,3
462,M015868074,529240.0,24.0,10.0,4,1,1,0.0,50.766930271979845,3
463,M015892198,9141290.0,1.0,101.0,4,2,1,0.0,59.213159415457994,2
464,M015999293,18400.0,108.0,1.0,3,1,1,0.0,42.17795351465323,4
465,M016004710,10437270.0,3.0,165.0,4,3,1,0.0,67.65938855893616,1
466,M016061527,93670.0,20.0,23.0,4,1,1,3.0,50.766930271979845,3
467,M016070523,7824120.0,7.0,100.0,4,2,1,0.0,59.213159415457994,2
468,M016178075,1284320.0,7.0,22.0,4,1,1,0.0,50.766930271979845,3
469,M016223791,56600.0,80.0,8.0,3,1,1,0.0,42.17795351465323,4
470,M016296091,1213610.0,99.0,26.0,3,1,1,0.0,42.17795351465323,4
471,M016309518,1961386.0,56.0,20.0,3,1,1,0.0,42.17795351465323,4
472,M016312977,6463020.0,17.0,17.0,4,1,1,0.0,50.766930271979845,3
473,M016327288,918749.0,1.0,64.0,4,2,1,0.0,59.213159415457994,2
474,M016387478,1659540.0,15.0,21.0,4,1,1,0.0,50.766930271979845,3
475,M016404339,22738997.0,4.0,47.0,4,1,2,0.0,58.731724371175076,2
476,M016456656,5244100.0,81.0,7.0,3,1,1,0.0,42.17795351465323,4
477,M016516620,57280.0,13.0,4.0,4,1,1,0.0,50.766930271979845,3
478,M016532707,32000.0,153.0,1.0,2,1,1,0.0,33.58897675732661,4
479,M016538312,593480.0,50.0,4.0,3,1,1,2.0,42.17795351465323,4
480,M016546099,90530.0,29.0,3.0,4,1,1,2.0,50.766930271979845,3
481,M016570251,5261365.0,3.0,45.0,4,1,1,0.0,50.766930271979845,3
482,M016614801,148000.0,123.0,1.0,2,1,1,2.0,33.58897675732661,4
483,M016631704,3786800.0,1.0,93.0,4,2,1,1.0,59.213159415457994,2
484,M016670146,2129620.0,29.0,33.0,4,1,1,1.0,50.766930271979845,3
485,M016695423,8500.0,200.0,1.0,2,1,1,2.0,33.58897675732661,4
486,M016698917,1442210.0,103.0,26.0,3,1,1,2.0,42.17795351465323,4
487,M016707093,3177070.0,11.0,143.0,4,3,1,0.0,67.65938855893616,1
488,M016713031,94900.0,241.0,1.0,1,1,1,0.0,25.0,4
489,M016751224,5589370.0,11.0,62.0,4,2,1,0.0,59.213159415457994,2
490,M016764179,20297637.0,6.0,89.0,4,2,2,0.0,67.17795351465323,1
491,M016803268,6050404.0,6.0,58.0,4,2,1,0.0,59.213159415457994,2
492,M016813663,2258386.0,7.0,68.0,4,2,1,0.0,59.213159415457994,2
493,M016815450,226600.0,76.0,1.0,3,1,1,3.0,42.17795351465323,4
494,M016822877,3520070.0,3.0,130.0,4,2,1,0.0,59.213159415457994,2
495,M016827017,1751249.0,4.0,40.0,4,1,1,0.0,50.766930271979845,3
496,M016843749,9377258.0,7.0,107.0,4,2,1,2.0,59.213159415457994,2
497,M016930208,277800.0,9.0,3.0,4,1,1,1.0,50.766930271979845,3
498,M016938458,2544746.0,4.0,23.0,4,1,1,1.0,50.766930271979845,3
499,M016999679,1059380.0,21.0,40.0,4,1,1,1.0,50.766930271979845,3
500,M017031701,596700.0,19.0,51.0,4,2,1,2.0,59.213159415457994,2
501,M017047083,1433110.0,9.0,34.0,4,1,1,1.0,50.766930271979845,3
502,M017054670,79370.0,5.0,3.0,4,1,1,1.0,50.766930271979845,3
503,M017162881,476380.0,4.0,17.0,4,1,1,3.0,50.766930271979845,3
504,M017173158,3450384.0,10.0,161.0,4,3,1,0.0,67.65938855893616,1
505,M017209259,1034300.0,30.0,15.0,4,1,1,1.0,50.766930271979845,3
506,M017248460,4220999.0,8.0,52.0,4,2,1,3.0,59.213159415457994,2
507,M017256273,3746710.0,2.0,113.0,4,2,1,1.0,59.213159415457994,2
509,M017276201,242090.0,5.0,3.0,4,1,1,1.0,50.766930271979845,3
510,M017298162,72200.0,291.0,1.0,1,1,1,0.0,25.0,4
511,M017367216,589314.0,31.0,29.0,4,1,1,0.0,50.766930271979845,3
512,M017401296,6256102.0,4.0,86.0,4,2,1,1.0,59.213159415457994,2
513,M017410771,631000.0,10.0,37.0,4,1,1,3.0,50.766930271979845,3
514,M017453314,35600.0,11.0,3.0,4,1,1,0.0,50.766930271979845,3
515,M017524395,507110.0,21.0,56.0,4,2,1,0.0,59.213159415457994,2
516,M017535243,3334134.0,2.0,29.0,4,1,1,0.0,50.766930271979845,3
517,M017593881,744749.0,13.0,24.0,4,1,1,0.0,50.766930271979845,3
518,M017599071,25800.0,16.0,1.0,4,1,1,0.0,50.766930271979845,3
519,M017628008,976000.0,3.0,25.0,4,1,1,2.0,50.766930271979845,3
520,M017676375,194530.0,12.0,21.0,4,1,1,0.0,50.766930271979845,3
521,M017696878,1927468.0,11.0,40.0,4,1,1,0.0,50.766930271979845,3
522,M017726470,1040930.0,31.0,24.0,4,1,1,1.0,50.766930271979845,3
523,M017824413,1698100.0,226.0,1.0,2,1,1,2.0,33.58897675732661,4
524,M017842861,1221000.0,181.0,2.0,2,1,1,0.0,33.58897675732661,4
525,M017850235,4075000.0,28.0,117.0,4,2,1,0.0,59.213159415457994,2
526,M017850981,960680.0,137.0,87.0,2,2,1,0.0,42.03520590080477,4
527,M017866824,522920.0,63.0,14.0,3,1,1,0.0,42.17795351465323,4
528,M017874504,768040.0,97.0,20.0,3,1,1,0.0,42.17795351465323,4
529,M018025268,139800.0,126.0,4.0,2,1,1,0.0,33.58897675732661,4
530,M018036249,35230.0,167.0,4.0,2,1,1,2.0,33.58897675732661,4
532,M018078477,151100.0,36.0,1.0,4,1,1,1.0,50.766930271979845,3
535,M018155432,2600310.0,19.0,48.0,4,1,1,0.0,50.766930271979845,3
536,M018156864,2215310.0,3.0,159.0,4,3,1,0.0,67.65938855893616,1
537,M018184823,5491020.0,7.0,58.0,4,2,1,0.0,59.213159415457994,2
538,M018261698,13626606.0,26.0,39.0,4,1,1,0.0,50.766930271979845,3
539,M018268015,1999764.0,3.0,37.0,4,1,1,0.0,50.766930271979845,3
541,M018305555,1634682.0,249.0,101.0,1,2,1,0.0,33.44622914347815,4
542,M018340302,6304739.0,3.0,95.0,4,2,1,0.0,59.213159415457994,2
543,M018342371,1347526.0,8.0,38.0,4,1,1,0.0,50.766930271979845,3
544,M018348504,411400.0,125.0,35.0,2,1,1,0.0,33.58897675732661,4
546,M018360997,1468720.0,46.0,16.0,3,1,1,0.0,42.17795351465323,4
547,M018442661,19950.0,52.0,3.0,3,1,1,3.0,42.17795351465323,4
548,M018522655,1402210.0,84.0,20.0,3,1,1,0.0,42.17795351465323,4
550,M018701446,287000.0,190.0,1.0,2,1,1,3.0,33.58897675732661,4
551,M018707229,1224824.0,62.0,21.0,3,1,1,0.0,42.17795351465323,4
552,M018731304,800563.0,90.0,30.0,3,1,1,0.0,42.17795351465323,4
553,M018753576,367030.0,276.0,7.0,1,1,1,1.0,25.0,4
554,M018754345,2463033.0,4.0,56.0,4,2,1,3.0,59.213159415457994,2
555,M018766425,45990.0,90.0,2.0,3,1,1,2.0,42.17795351465323,4
556,M018808846,262055.0,243.0,6.0,1,1,1,0.0,25.0,4
557,M018819867,99680.0,49.0,4.0,3,1,1,0.0,42.17795351465323,4
558,M018846875,604328.0,122.0,20.0,2,1,1,0.0,33.58897675732661,4
559,M018901562,194200.0,89.0,5.0,3,1,1,0.0,42.17795351465323,4
560,M018935019,3610211.0,9.0,66.0,4,2,1,0.0,59.213159415457994,2
561,M019031965,219770.0,9.0,7.0,4,1,1,1.0,50.766930271979845,3
564,M019134553,68320.0,71.0,3.0,3,1,1,2.0,42.17795351465323,4
565,M019156129,4958090.0,236.0,56.0,1,2,1,0.0,33.44622914347815,4
566,M019170381,823140.0,3.0,21.0,4,1,1,0.0,50.766930271979845,3
568,M019237374,751560.0,1.0,17.0,4,1,1,0.0,50.766930271979845,3
569,M019308314,1383940.0,15.0,41.0,4,1,1,0.0,50.766930271979845,3
570,M019337379,3230320.0,28.0,38.0,4,1,1,0.0,50.766930271979845,3
571,M019386820,22221770.0,29.0,20.0,4,1,2,0.0,58.731724371175076,2
572,M019397226,665612.0,200.0,71.0,2,2,1,1.0,42.03520590080477,4
573,M019435246,2381991.0,4.0,54.0,4,2,1,2.0,59.213159415457994,2
574,M019452996,880290.0,13.0,30.0,4,1,1,0.0,50.766930271979845,3
575,M019502719,15112340.0,50.0,35.0,3,1,2,0.0,50.14274761384847,3
576,M019514257,1976674.0,209.0,35.0,2,1,1,0.0,33.58897675732661,4
577,M019533835,199531.0,2.0,32.0,4,1,1,0.0,50.766930271979845,3
578,M019613659,845490.0,28.0,15.0,4,1,1,1.0,50.766930271979845,3
579,M019641016,482800.0,21.0,8.0,4,1,1,0.0,50.766930271979845,3
580,M019728616,7702580.0,27.0,63.0,4,2,1,2.0,59.213159415457994,2
581,M019745851,1419828.0,21.0,19.0,4,1,1,0.0,50.766930271979845,3
583,M019822754,5904006.0,6.0,31.0,4,1,1,3.0,50.766930271979845,3
584,M019831429,1296904.0,134.0,93.0,2,2,1,1.0,42.03520590080477,4
585,M019905252,45725430.0,2.0,101.0,4,2,2,0.0,67.17795351465323,1
586,M019989627,4654370.0,106.0,14.0,3,1,1,0.0,42.17795351465323,4
587,M020007167,831203.0,3.0,43.0,4,1,1,0.0,50.766930271979845,3
589,M020017034,693916.0,28.0,23.0,4,1,1,1.0,50.766930271979845,3
590,M020072450,2156660.0,5.0,48.0,4,1,1,0.0,50.766930271979845,3
591,M020104311,4126758.0,4.0,79.0,4,2,1,0.0,59.213159415457994,2
592,M020136767,2310450.0,14.0,43.0,4,1,1,0.0,50.766930271979845,3
593,M020145678,4177975.0,5.0,106.0,4,2,1,0.0,59.213159415457994,2
594,M020155133,1071250.0,13.0,35.0,4,1,1,0.0,50.766930271979845,3
595,M020188561,271664.0,99.0,5.0,3,1,1,0.0,42.17795351465323,4
596,M020192002,1288589.0,7.0,51.0,4,2,1,0.0,59.213159415457994,2
598,M020223570,1540800.0,7.0,38.0,4,1,1,0.0,50.766930271979845,3
600,M020274058,3529691.0,3.0,91.0,4,2,1,0.0,59.213159415457994,2
601,M020367923,1184579.0,7.0,27.0,4,1,1,1.0,50.766930271979845,3
602,M020401799,801450.0,82.0,43.0,3,1,1,0.0,42.17795351465323,4
603,M020441037,224410.0,31.0,23.0,4,1,1,0.0,50.766930271979845,3
604,M020510636,29900.0,348.0,1.0,1,1,1,1.0,25.0,4
605,M020511179,412828.0,3.0,29.0,4,1,1,0.0,50.766930271979845,3
606,M020530140,7388150.0,3.0,75.0,4,2,1,0.0,59.213159415457994,2
607,M020535871,160680.0,278.0,3.0,1,1,1,2.0,25.0,4
608,M020552991,1371440.0,8.0,25.0,4,1,1,0.0,50.766930271979845,3
609,M020573391,7159660.0,1.0,30.0,4,1,1,3.0,50.766930271979845,3
610,M020574683,499640.0,69.0,10.0,3,1,1,0.0,42.17795351465323,4
611,M020639299,204888.0,308.0,2.0,1,1,1,0.0,25.0,4
612,M020657632,10900.0,187.0,1.0,2,1,1,0.0,33.58897675732661,4
613,M020664921,28661890.0,27.0,24.0,4,1,2,0.0,58.731724371175076,2
614,M020675585,1191320.0,4.0,39.0,4,1,1,0.0,50.766930271979845,3
615,M020700819,5988380.0,6.0,51.0,4,2,1,0.0,59.213159415457994,2
616,M020734806,646850.0,4.0,132.0,4,3,1,0.0,67.65938855893616,1
617,M020795432,4449740.0,2.0,89.0,4,2,1,1.0,59.213159415457994,2
619,M020835170,29900.0,76.0,1.0,3,1,1,0.0,42.17795351465323,4
620,M020850597,1194400.0,42.0,41.0,3,1,1,0.0,42.17795351465323,4
621,M020870342,6906860.0,1.0,43.0,4,1,1,2.0,50.766930271979845,3
622,M020881880,134990.0,134.0,5.0,2,1,1,0.0,33.58897675732661,4
623,M020900840,2678951.0,30.0,28.0,4,1,1,0.0,50.766930271979845,3
624,M020915056,2868689.0,26.0,45.0,4,1,1,1.0,50.766930271979845,3
625,M020920877,1439480.0,13.0,90.0,4,2,1,0.0,59.213159415457994,2
626,M020941854,1331560.0,1.0,29.0,4,1,1,3.0,50.766930271979845,3
627,M020969961,11834848.0,3.0,208.0,4,3,1,0.0,67.65938855893616,1
628,M020977961,7385378.0,3.0,122.0,4,2,1,0.0,59.213159415457994,2
629,M020987809,1701166.0,5.0,37.0,4,1,1,0.0,50.766930271979845,3
630,M021025382,1472700.0,48.0,37.0,3,1,1,0.0,42.17795351465323,4
631,M021109366,49500.0,181.0,2.0,2,1,1,0.0,33.58897675732661,4
632,M021121027,18418584.0,6.0,248.0,4,3,2,0.0,75.62418265813139,1
633,M021121896,27692228.0,2.0,149.0,4,3,2,0.0,75.62418265813139,1
634,M021136955,11373538.0,2.0,71.0,4,2,1,0.0,59.213159415457994,2
635,M021189164,316950.0,3.0,40.0,4,1,1,2.0,50.766930271979845,3
636,M021191866,5365500.0,45.0,32.0,3,1,1,0.0,42.17795351465323,4
637,M021198377,593880.0,27.0,19.0,4,1,1,0.0,50.766930271979845,3
638,M021297222,868860.0,165.0,31.0,2,1,1,0.0,33.58897675732661,4
639,M021317194,7607810.0,27.0,71.0,4,2,1,2.0,59.213159415457994,2
640,M021341630,2718870.0,222.0,23.0,2,1,1,0.0,33.58897675732661,4
641,M021362980,564109.0,241.0,7.0,1,1,1,1.0,25.0,4
643,M021396553,1256188.0,66.0,17.0,3,1,1,2.0,42.17795351465323,4
644,M021474932,148222.0,4.0,4.0,4,1,1,0.0,50.766930271979845,3
646,M021495045,13067700.0,8.0,164.0,4,3,1,2.0,67.65938855893616,1
647,M021507456,4701938.0,2.0,110.0,4,2,1,0.0,59.213159415457994,2
648,M021533416,265108.0,85.0,15.0,3,1,1,3.0,42.17795351465323,4
649,M021569505,968420.0,89.0,8.0,3,1,1,3.0,42.17795351465323,4
650,M021576921,5539830.0,11.0,45.0,4,1,1,2.0,50.766930271979845,3
651,M021577879,6805900.0,12.0,29.0,4,1,1,0.0,50.766930271979845,3
652,M021593104,268610.0,4.0,22.0,4,1,1,0.0,50.766930271979845,3
653,M021677178,7379571.0,1.0,161.0,4,3,1,0.0,67.65938855893616,1
654,M021715268,3750760.0,10.0,45.0,4,1,1,1.0,50.766930271979845,3
655,M021735870,411963.0,7.0,26.0,4,1,1,0.0,50.766930271979845,3
656,M021772399,5849650.0,9.0,59.0,4,2,1,0.0,59.213159415457994,2
657,M021817063,5258300.0,2.0,41.0,4,1,1,0.0,50.766930271979845,3
658,M021824776,388900.0,37.0,2.0,4,1,1,0.0,50.766930271979845,3
659,M021847345,1552571.0,9.0,48.0,4,1,1,0.0,50.766930271979845,3
660,M021920032,1895970.0,12.0,25.0,4,1,1,0.0,50.766930271979845,3
661,M021936535,741100.0,84.0,21.0,3,1,1,0.0,42.17795351465323,4
662,M021951856,777788.0,39.0,12.0,4,1,1,0.0,50.766930271979845,3
663,M022068499,636050.0,10.0,46.0,4,1,1,0.0,50.766930271979845,3
664,M022073107,1083410.0,62.0,11.0,3,1,1,0.0,42.17795351465323,4
665,M022075031,2057850.0,29.0,27.0,4,1,1,0.0,50.766930271979845,3
666,M022102008,19036030.0,1.0,124.0,4,2,2,0.0,67.17795351465323,1
667,M022108117,200390.0,131.0,4.0,2,1,1,0.0,33.58897675732661,4
668,M022143999,7523472.0,4.0,86.0,4,2,1,2.0,59.213159415457994,2
669,M022153719,200350.0,258.0,27.0,1,1,1,0.0,25.0,4
670,M022193612,16273715.0,6.0,200.0,4,3,2,0.0,75.62418265813139,1
671,M022201881,5599907.0,1.0,100.0,4,2,1,0.0,59.213159415457994,2
672,M022273469,1555440.0,41.0,90.0,3,2,1,0.0,50.62418265813138,3
673,M022308297,2002850.0,22.0,29.0,4,1,1,2.0,50.766930271979845,3
674,M022342109,1291240.0,29.0,57.0,4,2,1,0.0,59.213159415457994,2
675,M022366822,2864066.0,18.0,26.0,4,1,1,2.0,50.766930271979845,3
676,M022402686,4693340.0,6.0,65.0,4,2,1,0.0,59.213159415457994,2
677,M022417877,1570900.0,70.0,33.0,3,1,1,0.0,42.17795351465323,4
678,M022469976,7453741.0,8.0,175.0,4,3,1,0.0,67.65938855893616,1
679,M022498408,2874906.0,21.0,55.0,4,2,1,0.0,59.213159415457994,2
680,M022554382,1043700.0,13.0,20.0,4,1,1,1.0,50.766930271979845,3
681,M022588376,18280.0,178.0,3.0,2,1,1,0.0,33.58897675732661,4
682,M022593460,605320.0,20.0,16.0,4,1,1,0.0,50.766930271979845,3
683,M022594017,1524900.0,9.0,21.0,4,1,1,0.0,50.766930271979845,3
684,M022648018,579257.0,52.0,15.0,3,1,1,2.0,42.17795351465323,4
685,M022761259,356620.0,3.0,50.0,4,1,1,0.0,50.766930271979845,3
686,M022778821,24500.0,311.0,1.0,1,1,1,0.0,25.0,4
687,M022819899,1131280.0,1.0,24.0,4,1,1,0.0,50.766930271979845,3
688,M022824889,1960100.0,6.0,40.0,4,1,1,1.0,50.766930271979845,3
689,M022877164,1270157.0,9.0,30.0,4,1,1,0.0,50.766930271979845,3
690,M022878298,495000.0,9.0,1.0,4,1,1,0.0,50.766930271979845,3
691,M022900850,7142450.0,28.0,2.0,4,1,1,0.0,50.766930271979845,3
693,M022937718,1048410.0,9.0,36.0,4,1,1,0.0,50.766930271979845,3
694,M022965652,159700.0,8.0,45.0,4,1,1,0.0,50.766930271979845,3
695,M023047390,35109282.0,2.0,147.0,4,3,2,2.0,75.62418265813139,1
696,M023095066,2035950.0,141.0,26.0,2,1,1,1.0,33.58897675732661,4
697,M023118090,1274200.0,7.0,18.0,4,1,1,0.0,50.766930271979845,3
698,M023140765,9218030.0,21.0,47.0,4,1,1,1.0,50.766930271979845,3
699,M023151514,3885960.0,9.0,75.0,4,2,1,0.0,59.213159415457994,2
700,M023161374,116540.0,182.0,2.0,2,1,1,0.0,33.58897675732661,4
701,M023220838,5603187.0,1.0,92.0,4,2,1,0.0,59.213159415457994,2
702,M023259393,838120.0,49.0,28.0,3,1,1,2.0,42.17795351465323,4
703,M023302378,3524498.0,13.0,80.0,4,2,1,0.0,59.213159415457994,2
704,M023307270,420000.0,155.0,5.0,2,1,1,0.0,33.58897675732661,4
705,M023327832,1623050.0,3.0,32.0,4,1,1,0.0,50.766930271979845,3
706,M023350361,5014164.0,8.0,146.0,4,3,1,0.0,67.65938855893616,1
707,M023391241,1545800.0,224.0,4.0,2,1,1,0.0,33.58897675732661,4
709,M023448256,1701394.0,1.0,130.0,4,2,1,0.0,59.213159415457994,2
710,M023505680,38000.0,229.0,2.0,1,1,1,0.0,25.0,4
711,M023524803,500220.0,277.0,4.0,1,1,1,1.0,25.0,4
712,M023543251,105480.0,221.0,6.0,2,1,1,2.0,33.58897675732661,4
713,M023568421,749143.0,2.0,26.0,4,1,1,0.0,50.766930271979845,3
714,M023577934,3588750.0,6.0,72.0,4,2,1,1.0,59.213159415457994,2
715,M023605710,6123032.0,1.0,124.0,4,2,1,1.0,59.213159415457994,2
716,M023634056,1449776.0,104.0,32.0,3,1,1,3.0,42.17795351465323,4
717,M023780709,27554270.0,12.0,74.0,4,2,2,1.0,67.17795351465323,1
718,M023783485,5054454.0,6.0,177.0,4,3,1,0.0,67.65938855893616,1
719,M023794546,2474760.0,9.0,64.0,4,2,1,1.0,59.213159415457994,2
720,M023903382,1133093.0,1.0,32.0,4,1,1,0.0,50.766930271979845,3
722,M024021313,800592.0,8.0,21.0,4,1,1,3.0,50.766930271979845,3
723,M024043426,113700.0,2.0,43.0,4,1,1,0.0,50.766930271979845,3
725,M024053870,5143100.0,14.0,58.0,4,2,1,2.0,59.213159415457994,2
726,M024101254,8163278.0,13.0,79.0,4,2,1,1.0,59.213159415457994,2
727,M024115249,421860.0,2.0,4.0,4,1,1,0.0,50.766930271979845,3
728,M024139053,4893644.0,8.0,62.0,4,2,1,0.0,59.213159415457994,2
729,M024196345,2943000.0,26.0,4.0,4,1,1,0.0,50.766930271979845,3
730,M024198905,6307830.0,2.0,157.0,4,3,1,3.0,67.65938855893616,1
731,M024226272,7132539.0,1.0,239.0,4,3,1,1.0,67.65938855893616,1
732,M024255025,6344193.0,178.0,182.0,2,3,1,0.0,50.48143504428292,3
733,M024323210,2427061.0,8.0,31.0,4,1,1,0.0,50.766930271979845,3
734,M024350907,511610.0,37.0,28.0,4,1,1,0.0,50.766930271979845,3
735,M024360607,2084690.0,3.0,65.0,4,2,1,1.0,59.213159415457994,2
736,M024373763,979400.0,28.0,19.0,4,1,1,0.0,50.766930271979845,3
737,M024460495,27000.0,121.0,3.0,2,1,1,0.0,33.58897675732661,4
738,M024520217,6921300.0,15.0,25.0,4,1,1,2.0,50.766930271979845,3
739,M024539218,84170.0,168.0,2.0,2,1,1,0.0,33.58897675732661,4
740,M024617970,23304010.0,1.0,486.0,4,3,2,0.0,75.62418265813139,1
741,M024659867,1642180.0,11.0,24.0,4,1,1,0.0,50.766930271979845,3
742,M024667485,5006840.0,13.0,23.0,4,1,1,2.0,50.766930271979845,3
743,M024680744,181250.0,32.0,10.0,4,1,1,0.0,50.766930271979845,3
744,M024704619,150863.0,93.0,15.0,3,1,1,0.0,42.17795351465323,4
745,M024705259,2048705.0,11.0,49.0,4,1,1,1.0,50.766930271979845,3
746,M024707748,229360.0,11.0,29.0,4,1,1,1.0,50.766930271979845,3
747,M024729877,2818389.0,17.0,43.0,4,1,1,0.0,50.766930271979845,3
749,M024807991,1039810.0,124.0,15.0,2,1,1,0.0,33.58897675732661,4
750,M024834869,1364769.0,8.0,44.0,4,1,1,0.0,50.766930271979845,3
751,M024892593,541996.0,15.0,37.0,4,1,1,0.0,50.766930271979845,3
752,M024953107,1833688.0,5.0,63.0,4,2,1,1.0,59.213159415457994,2
753,M024955555,352170.0,42.0,16.0,3,1,1,0.0,42.17795351465323,4
754,M024971109,16665996.0,3.0,175.0,4,3,2,0.0,75.62418265813139,1
