,cust,male,ages,zon_hlv,most_common_visiting,max_buy_am,most_common_time,Lpay_user,twice_product
457,M017031701,1,30,Z10,Z17,20900.0,0,0,20
458,M017047083,1,20,Z09,Z09,175000.0,22,0,35
459,M017054670,0,40,Z02,Z02,49000.0,12,0,2
460,M017162881,1,40,Z03,Z03,49800.0,14,0,16
461,M017173158,0,40,Z17,Z17,360000.0,17,1,70
462,M017209259,1,40,Z10,Z10,199200.0,10,0,4
463,M017248460,0,20,Z11,Z11,108000.0,15,0,109
464,M017256273,0,20,Z11,Z11,406400.0,18,0,54
465,M017276201,0,60,Z17,Z10,46900.0,20,0,3
466,M017298162,1,40,Z01,Z01,72200.0,16,0,0
467,M017367216,1,50,Z03,Z03,39500.0,[14 16],0,21
468,M017401296,0,50,Z13,Z13,394800.0,13,0,58
469,M017410771,1,30,Z11,Z11,15900.0,[18 22],0,22
470,M017453314,0,30,Z17,Z17,17700.0,16,0,1
471,M017524395,0,20,Z13,Z13,179100.0,23,1,14
472,M017535243,1,40,Z10,Z10,128872.0,16,1,67
473,M017593881,1,60,Z05,Z13,53200.0,22,1,21
474,M017599071,0,30,Z10,Z17,12900.0,19,0,1
475,M017628008,0,40,Z17,Z17,159900.0,17,0,9
476,M017676375,0,30,Z17,Z17,39000.0,8,0,7
477,M017696878,0,40,Z12,Z12,110000.0,12,0,52
478,M017726470,0,40,Z17,Z17,189000.0,13,1,5
479,M017824413,0,30,Z17,[],1698100.0,16,0,0
480,M017842861,1,40,Z17,Z17,738000.0,[16 20],0,0
481,M017850235,1,40,Z17,Z17,1890000.0,18,0,42
482,M017850981,0,60,Z05,Z17,20250.0,16,0,58
483,M017866824,1,40,Z17,Z10,209000.0,14,0,5
484,M017874504,0,30,Z12,Z14,89000.0,13,1,10
485,M018025268,1,30,Z05,Z17,49000.0,20,0,1
486,M018036249,0,60,Z17,Z17,6490.0,15,0,2
487,M018078477,1,20,Z10,Z10,23900.0,21,0,4
488,M018155432,0,30,Z09,Z09,345000.0,15,0,33
489,M018156864,0,40,Z17,Z17,63800.0,10,1,47
490,M018184823,1,30,Z16,Z16,1000000.0,13,1,20
491,M018261698,0,40,Z11,Z11,2154000.0,20,1,35
492,M018268015,0,30,Z08,Z08,29900.0,15,1,65
493,M018305555,1,30,Z17,Z17,166000.0,18,1,35
494,M018340302,0,50,Z04,Z04,507000.0,14,1,117
495,M018342371,0,30,Z06,Z06,126000.0,15,0,52
496,M018348504,1,30,Z09,Z07,110000.0,22,0,4
497,M018360997,0,30,Z10,Z10,195300.0,11,0,23
498,M018442661,0,20,Z04,Z17,3850.0,17,0,1
499,M018522655,0,40,Z17,Z10,390000.0,18,1,8
500,M018701446,1,70,Z17,Z17,149000.0,11,1,0
501,M018707229,1,50,Z10,Z10,457200.0,16,0,25
502,M018731304,0,50,Z10,Z10,330000.0,13,0,12
503,M018753576,1,50,Z10,Z10,61200.0,21,0,5
504,M018754345,0,30,Z06,Z06,538200.0,12,1,35
505,M018766425,1,40,Z05,Z05,9900.0,19,0,4
506,M018808846,0,40,Z17,Z17,21800.0,12,0,2
507,M018819867,0,20,Z06,Z08,12960.0,12,0,5
508,M018846875,1,40,Z17,Z17,165590.0,20,1,18
509,M018901562,1,30,Z16,Z17,65700.0,[17 18 20],0,2
510,M018935019,0,40,Z01,Z04,300000.0,19,0,59
511,M019031965,1,70,Z10,Z10,13900.0,14,0,7
512,M019134553,0,60,Z04,Z04,12800.0,19,0,6
513,M019156129,0,50,Z04,Z04,380000.0,17,0,103
514,M019170381,0,20,Z13,Z13,79800.0,21,0,13
515,M019237374,0,20,Z10,Z10,159000.0,15,0,24
516,M019308314,0,60,Z10,Z10,314100.0,14,0,22
517,M019337379,0,30,Z10,Z10,499000.0,13,0,25
518,M019386820,0,30,Z10,Z10,6281000.0,15,0,3
519,M019397226,0,50,Z17,Z17,12417.0,19,0,29
520,M019435246,0,60,Z13,Z13,149000.0,14,0,54
521,M019452996,1,50,Z09,Z09,159000.0,15,0,14
522,M019502719,0,40,Z16,Z16,3090000.0,13,0,11
523,M019514257,0,20,Z10,Z10,348000.0,15,0,23
524,M019533835,1,60,Z10,Z10,25900.0,10,0,8
525,M019613659,1,20,Z17,Z15,196200.0,20,0,6
526,M019641016,0,40,Z10,Z10,260000.0,13,0,1
527,M019728616,0,30,Z10,Z10,1784740.0,17,1,19
528,M019745851,0,30,Z12,Z12,149400.0,15,0,11
529,M019822754,1,40,Z17,Z17,1290000.0,19,1,25
530,M019831429,1,30,Z17,Z17,500000.0,17,0,46
531,M019905252,1,50,Z10,Z10,21492800.0,16,1,32
532,M019989627,0,40,Z16,Z16,2891400.0,17,0,4
533,M020007167,0,60,Z09,Z09,87600.0,21,0,26
534,M020017034,0,40,Z15,Z08,24880.0,12,0,38
535,M020072450,1,20,Z01,Z10,238000.0,13,0,6
536,M020104311,1,30,Z17,Z17,534000.0,12,1,23
537,M020136767,0,40,Z16,Z16,188000.0,21,1,16
538,M020145678,0,40,Z04,Z04,239900.0,13,1,80
539,M020155133,0,30,Z17,Z17,120000.0,20,1,33
540,M020188561,0,30,Z10,Z17,69000.0,14,0,4
541,M020192002,1,30,Z17,Z17,58000.0,19,1,46
542,M020223570,0,40,Z06,Z06,200000.0,19,0,55
543,M020274058,0,40,Z10,Z10,259000.0,19,0,75
544,M020367923,0,20,Z06,Z06,125100.0,15,0,5
545,M020401799,0,50,Z10,Z10,470000.0,17,0,3
546,M020441037,1,20,Z16,Z16,18900.0,21,0,11
547,M020510636,1,20,Z03,Z03,29900.0,16,0,0
548,M020511179,0,50,Z10,Z10,35900.0,18,0,17
549,M020530140,1,30,Z17,Z17,1638000.0,12,0,26
550,M020535871,0,30,Z09,Z09,79000.0,18,0,1
551,M020552991,0,30,Z04,Z04,172000.0,11,1,25
552,M020573391,0,30,Z10,Z10,1550000.0,19,1,12
553,M020574683,0,30,Z11,['Z11' 'Z16'],135040.0,17,0,4
554,M020639299,0,50,Z04,Z04,29000.0,16,0,2
555,M020657632,1,50,Z16,Z05,7500.0,21,0,0
556,M020664921,0,40,Z10,Z10,10310000.0,17,1,7
557,M020675585,0,30,Z17,Z17,222000.0,21,1,21
558,M020700819,0,40,Z17,Z17,860000.0,18,0,16
559,M020734806,0,30,Z17,Z17,16900.0,19,1,44
560,M020795432,0,40,Z04,Z04,99000.0,11,1,110
561,M020835170,1,40,Z12,Z07,29900.0,19,0,0
562,M020850597,0,50,Z17,Z17,76450.0,18,1,44
563,M020870342,0,40,Z13,Z13,1349100.0,20,1,15
564,M020881880,0,30,Z14,Z14,118000.0,15,0,3
565,M020900840,0,40,Z13,Z13,239200.0,15,1,42
566,M020915056,0,30,Z17,Z17,591000.0,16,0,61
567,M020920877,0,20,Z17,Z17,95500.0,[15 17],1,10
568,M020941854,0,20,Z17,Z17,414000.0,13,0,16
569,M020969961,1,30,Z10,Z10,1080000.0,12,1,84
570,M020977961,0,30,Z11,Z11,413100.0,12,1,112
571,M020987809,0,30,Z17,Z17,159000.0,16,0,28
572,M021025382,0,30,Z11,Z11,65000.0,11,1,50
573,M021109366,0,40,Z12,Z12,13500.0,[14 17],0,2
574,M021121027,1,40,Z07,Z17,3720000.0,12,1,143
575,M021121896,1,30,Z17,Z17,1580000.0,13,0,89
576,M021136955,1,40,Z17,Z17,1136000.0,18,1,51
577,M021189164,1,50,Z10,Z10,15960.0,20,0,16
578,M021191866,0,30,Z16,Z16,2400000.0,16,1,10
579,M021198377,0,40,Z10,Z10,134000.0,18,1,9
580,M021297222,0,40,Z11,Z11,49800.0,16,1,26
581,M021317194,0,50,Z03,Z03,700000.0,13,0,26
582,M021341630,0,40,Z07,[],68000.0,10,1,101
583,M021362980,1,40,Z01,Z01,60000.0,15,0,11
584,M021396553,0,40,Z11,Z11,354000.0,19,0,20
585,M021474932,0,40,Z01,Z01,18706.0,18,1,5
586,M021495045,0,40,Z14,Z14,870000.0,14,0,40
587,M021507456,0,20,Z17,Z17,299000.0,14,0,52
588,M021533416,0,70,Z17,Z17,20000.0,18,0,7
589,M021569505,0,40,Z10,Z04,159000.0,15,0,7
590,M021576921,0,50,Z10,Z10,524000.0,11,0,11
591,M021577879,0,40,Z10,Z10,1280000.0,14,0,4
592,M021593104,0,20,Z17,Z17,24000.0,20,0,10
593,M021677178,1,40,Z17,Z17,800000.0,20,0,150
594,M021715268,0,50,Z10,Z10,179800.0,18,0,75
595,M021735870,0,40,Z06,Z06,13950.0,16,0,28
596,M021772399,0,40,Z17,Z17,758000.0,11,1,47
597,M021817063,0,50,Z08,Z08,1010000.0,17,0,24
598,M021824776,0,50,Z05,Z10,299000.0,11,0,0
599,M021847345,0,30,Z10,Z17,170000.0,19,0,45
600,M021920032,1,60,Z10,Z10,55800.0,19,1,52
601,M021936535,1,50,Z10,Z10,47200.0,17,0,21
602,M021951856,1,40,Z06,Z06,28400.0,20,0,34
603,M022068499,0,60,Z10,Z17,175000.0,15,0,6
604,M022073107,0,30,Z10,Z10,129000.0,16,0,27
605,M022075031,1,60,Z06,Z06,50000.0,13,0,54
606,M022102008,0,40,Z03,Z03,5004000.0,17,1,37
607,M022108117,0,40,Z08,Z08,45000.0,16,0,3
608,M022143999,0,40,Z13,Z13,540000.0,17,0,62
609,M022153719,1,50,Z10,Z05,17000.0,19,0,13
610,M022193612,1,40,Z17,Z17,2860000.0,14,1,99
611,M022201881,0,50,Z05,Z05,648000.0,13,0,96
612,M022273469,0,60,Z11,Z11,99900.0,16,0,23
613,M022308297,0,40,Z17,Z17,52000.0,0,0,49
614,M022342109,0,40,Z10,Z10,179000.0,17,1,21
615,M022366822,0,50,Z10,Z05,318720.0,20,0,27
616,M022402686,0,40,Z13,Z13,262400.0,15,1,22
617,M022417877,0,70,Z10,Z10,300000.0,14,0,8
618,M022469976,0,20,Z17,Z17,1043300.0,18,1,101
619,M022498408,1,30,Z12,Z12,415000.0,21,0,67
620,M022554382,0,20,Z11,Z16,119000.0,16,0,5
621,M022588376,1,20,Z11,Z16,5000.0,18,0,1
622,M022593460,0,20,Z03,Z03,350000.0,16,0,3
623,M022594017,1,40,Z10,Z10,290400.0,17,0,7
624,M022648018,0,40,Z10,Z10,79000.0,11,0,7
625,M022761259,1,40,Z10,Z10,14000.0,16,1,21
626,M022778821,0,50,Z11,Z16,24500.0,15,0,0
627,M022819899,0,30,Z06,Z06,140000.0,16,0,11
628,M022824889,0,40,Z06,Z06,360000.0,19,1,22
629,M022877164,0,40,Z10,Z10,30000.0,19,0,33
630,M022878298,1,70,Z10,Z10,495000.0,16,0,0
631,M022900850,0,50,Z17,['Z10' 'Z17'],7140000.0,[12 18],0,0
632,M022937718,1,40,Z06,Z06,70800.0,17,0,31
633,M022965652,1,20,Z15,Z15,7500.0,[15 16],0,15
634,M023047390,0,40,Z17,Z17,5430000.0,16,1,46
635,M023095066,1,40,Z10,Z17,329000.0,14,1,8
636,M023118090,0,40,Z02,Z15,215000.0,17,1,4
637,M023140765,1,50,Z13,Z10,1452000.0,14,0,17
638,M023151514,0,30,Z10,Z10,460000.0,16,0,19
639,M023161374,0,50,Z05,Z07,59900.0,22,0,1
640,M023220838,0,40,Z04,Z04,139800.0,17,1,133
641,M023259393,1,70,Z10,Z10,100000.0,15,0,17
642,M023302378,0,50,Z13,Z13,268200.0,15,1,57
643,M023307270,0,70,Z17,Z17,96000.0,13,1,2
644,M023327832,0,30,Z12,Z12,50000.0,12,0,55
645,M023350361,0,40,Z14,Z14,332000.0,10,1,85
646,M023391241,1,40,Z17,Z17,1320000.0,[11 14],0,1
647,M023448256,0,40,Z17,Z17,84800.0,21,0,50
648,M023505680,0,20,Z04,Z17,29000.0,[18 19],0,0
649,M023524803,0,30,Z17,[],153300.0,0,0,2
650,M023543251,0,20,Z16,[],20700.0,15,0,2
651,M023568421,0,50,Z17,Z17,99000.0,21,1,12
652,M023577934,0,30,Z17,Z17,318000.0,20,0,31
653,M023605710,0,40,Z10,Z10,168000.0,16,0,155
654,M023634056,0,30,Z10,Z10,188000.0,20,0,38
655,M023780709,0,60,Z10,Z10,2135000.0,[12 13],0,35
656,M023783485,1,50,Z17,Z17,209000.0,17,1,15
657,M023794546,0,30,Z10,Z05,343000.0,17,1,80
658,M023903382,0,30,Z10,Z10,250000.0,13,0,26
659,M024021313,0,30,Z10,Z10,88400.0,12,0,30
660,M024043426,1,30,Z14,Z14,5400.0,13,0,11
661,M024053870,0,50,Z13,Z17,430000.0,14,0,30
662,M024101254,0,40,Z11,Z11,1729000.0,17,1,29
663,M024115249,0,40,Z17,Z17,166600.0,17,0,1
664,M024139053,1,40,Z06,Z06,197400.0,17,1,107
665,M024196345,0,30,Z17,Z10,1730000.0,14,0,0
666,M024198905,0,30,Z16,Z16,1950000.0,19,1,80
667,M024226272,1,30,Z10,Z17,163500.0,18,1,139
668,M024255025,1,40,Z10,Z10,479200.0,14,0,113
669,M024323210,0,40,Z13,Z13,59900.0,18,0,103
670,M024350907,0,40,Z01,Z01,12900.0,14,0,28
671,M024360607,0,30,Z17,Z17,236000.0,14,1,26
672,M024373763,0,50,Z17,Z17,109800.0,14,0,19
673,M024460495,1,30,Z17,Z17,15800.0,14,0,0
674,M024520217,1,50,Z07,Z07,3900000.0,15,0,10
675,M024539218,0,60,Z03,Z03,30800.0,16,0,1
676,M024617970,0,60,Z13,Z13,917000.0,13,0,81
677,M024659867,0,30,Z10,Z10,501000.0,21,1,9
678,M024667485,0,40,Z13,Z13,2469000.0,15,0,10
679,M024680744,1,30,Z13,Z06,22500.0,18,0,7
680,M024704619,0,40,Z10,Z10,16915.0,15,0,7
681,M024705259,0,50,Z10,Z17,145000.0,12,0,41
682,M024707748,1,30,Z17,Z17,17900.0,21,0,10
683,M024729877,0,30,Z11,Z11,200000.0,15,0,32
684,M024807991,0,70,Z04,Z04,250000.0,15,0,5
685,M024834869,0,40,Z13,Z13,104000.0,11,1,49
686,M024892593,0,50,Z10,Z10,67320.0,16,0,23
687,M024953107,0,40,Z10,Z10,179000.0,8,1,42
688,M024955555,1,40,Z04,Z04,119400.0,11,1,8
689,M024971109,1,20,Z17,Z17,3300000.0,18,1,58
690,M024975458,0,20,Z10,Z10,359000.0,16,0,1
691,M025002452,0,40,Z11,Z11,124800.0,15,0,29
692,M025020244,1,50,Z10,Z10,19800.0,13,0,0
693,M025031557,0,50,Z04,Z04,99800.0,18,0,59
694,M025054375,0,40,Z10,Z10,360000.0,14,1,12
695,M025106048,1,20,Z17,Z17,69000.0,21,0,2
696,M025168868,0,40,Z17,Z17,123500.0,13,1,4
697,M025179887,0,20,Z10,Z10,79800.0,16,0,10
698,M025187259,1,30,Z15,Z15,127600.0,13,0,25
699,M025301986,0,40,Z10,Z10,346680.0,18,0,86
700,M025305485,0,70,Z10,Z10,148000.0,11,0,22
701,M025464904,0,50,Z16,Z16,45000.0,[10 11],0,0
702,M025467166,0,50,Z10,Z10,3142000.0,18,1,13
703,M025530406,0,60,Z10,Z10,208000.0,12,0,25
704,M025561619,0,30,Z17,Z17,222400.0,20,1,20
705,M025633773,1,40,Z09,Z09,48900.0,18,0,45
706,M025636972,0,50,Z11,Z11,250000.0,15,0,15
707,M025642777,0,20,Z17,Z17,182000.0,17,0,5
708,M025657860,0,40,Z10,Z10,350000.0,17,0,3
709,M025688454,0,40,Z05,Z17,1000000.0,20,0,45
710,M025713424,0,50,Z17,Z17,1060000.0,16,0,12
711,M025724477,0,40,Z10,Z10,3040000.0,13,1,27
712,M025834177,1,50,Z11,Z11,26500.0,17,0,3
713,M025850479,1,50,Z17,Z17,45000.0,11,1,8
714,M025928303,1,30,Z17,Z11,1120000.0,19,1,51
715,M025945947,0,60,Z10,Z10,339000.0,14,0,10
716,M025977047,1,50,Z17,Z17,9000.0,[18 19],0,5
717,M025990278,0,50,Z17,Z17,45300.0,14,0,1
718,M026084857,0,40,Z10,Z10,90000.0,15,0,39
719,M026140044,0,20,Z17,Z17,99800.0,20,0,6
720,M026148393,1,60,Z04,Z04,264000.0,19,0,18
721,M026188014,0,60,Z17,Z17,38000.0,14,0,6
722,M026227982,1,50,Z10,[],12500.0,20,0,0
723,M026274832,1,40,Z13,Z13,198000.0,18,1,54
724,M026355888,1,20,Z01,Z01,9000.0,23,0,6
725,M026406376,1,70,Z17,Z17,179000.0,[11 12 13],0,1
726,M026407626,1,70,Z17,Z17,20000.0,15,0,1
727,M026446747,0,40,Z11,Z11,107400.0,17,0,53
728,M026451621,0,40,Z17,Z17,192000.0,19,0,31
729,M026481073,1,30,Z17,Z17,129000.0,19,1,12
730,M026483725,1,30,Z17,[],19900.0,14,0,0
731,M026489542,0,40,Z04,Z04,64800.0,15,0,2
732,M026524043,1,30,Z17,Z17,680000.0,22,1,70
733,M026538330,0,40,Z17,Z17,149000.0,14,1,19
734,M026564713,0,40,Z07,[],22400.0,13,1,30
735,M026579002,0,50,Z13,Z13,140000.0,22,0,26
736,M026605333,0,60,Z16,Z16,3210530.0,17,0,13
737,M026680290,0,40,Z04,Z04,368000.0,19,1,54
738,M026692043,0,20,Z14,Z14,34000.0,18,0,0
739,M026705655,0,40,Z12,Z12,37600.0,11,1,44
740,M026719997,0,30,Z02,Z08,269000.0,22,0,22
741,M026730981,0,40,Z13,Z13,119000.0,17,0,0
742,M026744707,0,40,Z10,Z10,139000.0,16,0,3
743,M026808752,0,30,Z10,Z10,319000.0,18,0,21
744,M026840468,1,30,Z10,Z10,29900.0,10,0,26
745,M026854845,0,30,Z17,Z17,1300000.0,23,0,19
746,M026861466,1,20,Z16,Z16,350000.0,19,0,14
747,M026871462,0,40,Z10,Z10,13118.0,15,0,15
748,M026904284,1,40,Z10,Z10,119900.0,19,1,22
749,M026927877,0,60,Z17,Z17,1499000.0,16,1,66
750,M026945106,0,50,Z17,Z17,19900.0,16,0,30
751,M026968183,0,40,Z17,Z17,49900.0,14,0,5
752,M027031630,0,30,Z10,Z16,1700.0,21,0,0
753,M027085418,0,30,Z06,Z06,504000.0,12,1,12
754,M027174914,1,50,Z06,Z06,179400.0,17,0,36
755,M027194386,0,40,Z10,Z10,164800.0,13,0,58
756,M027277498,1,20,Z04,Z04,189000.0,10,1,10
757,M027358427,1,30,Z17,['Z10' 'Z17'],268000.0,14,0,1
758,M027418727,1,70,Z10,Z10,47800.0,21,0,69
759,M027440421,0,40,Z17,Z17,28800.0,18,1,16
760,M027441945,0,40,Z10,Z10,3700000.0,14,1,77
761,M027483918,0,40,Z16,Z16,145000.0,11,0,9
762,M027521755,1,40,Z10,Z10,2439000.0,0,1,5
763,M027525051,0,40,Z10,Z10,1380000.0,15,0,3
764,M027605185,0,30,Z04,Z04,5336850.0,14,1,83
765,M027647723,1,30,Z10,Z10,269100.0,19,0,8
766,M027709992,0,40,Z17,Z17,28000.0,15,0,2
767,M027721697,0,40,Z13,Z13,564000.0,18,0,48
768,M027745985,0,30,Z17,Z17,157000.0,11,0,24
769,M027769219,0,40,Z16,Z16,119000.0,17,0,35
770,M027782745,0,40,Z17,Z11,13950.0,18,0,3
771,M027801481,1,40,Z08,Z08,3200.0,19,0,1
772,M027897691,0,30,Z17,Z17,449100.0,16,1,24
773,M028027752,0,50,Z16,Z16,3192000.0,14,1,53
774,M028064953,1,70,Z17,Z17,4000.0,16,1,5
775,M028068841,1,60,Z04,Z04,14900.0,13,0,12
776,M028080825,1,50,Z17,['Z10' 'Z17'],1500.0,[ 8 18],0,0
777,M028110926,0,40,Z17,[],297930.0,0,1,22
778,M028123213,0,50,Z17,Z17,269100.0,19,0,8
779,M028131322,0,40,Z17,Z05,229000.0,12,0,18
780,M028175841,0,50,Z10,Z10,28500.0,14,0,30
781,M028178592,0,30,Z13,Z13,109000.0,[11 14],0,1
782,M028204215,0,40,Z15,Z15,239000.0,14,1,11
783,M028291764,1,20,Z16,Z16,4517000.0,17,1,23
784,M028328677,1,40,Z03,Z12,139000.0,20,0,1
785,M028358759,0,20,Z11,Z11,300000.0,18,0,6
786,M028383773,0,60,Z04,Z04,10900.0,13,0,5
787,M028439490,1,40,Z17,Z10,4500.0,6,0,4
788,M028454024,0,40,Z10,Z10,28320.0,20,1,30
789,M028494831,1,40,Z17,Z17,65369.0,19,0,84
790,M028676844,1,40,Z12,Z12,29900.0,20,0,28
791,M028693648,0,60,Z16,Z16,580000.0,17,0,88
792,M028793753,0,20,Z17,Z17,26000.0,19,0,14
793,M028828884,0,20,Z10,Z10,177200.0,13,1,31
794,M028872628,0,30,Z17,Z17,181300.0,19,0,78
795,M028875906,1,30,Z17,Z17,39000.0,21,1,18
796,M029015400,1,30,Z10,Z10,199000.0,14,1,3
797,M029023456,0,30,Z10,Z10,270000.0,16,0,16
798,M029031283,0,30,Z10,Z17,885000.0,22,0,29
799,M029045391,1,30,Z17,Z17,2290000.0,21,1,71
800,M029065985,1,50,Z17,Z17,1100000.0,11,0,5
801,M029098701,1,50,Z17,Z17,2716000.0,17,0,21
802,M029127236,0,30,Z01,Z01,104000.0,17,1,49
803,M029169536,0,40,Z16,Z16,700000.0,[16 18],0,3
804,M029206865,0,40,Z16,Z16,220000.0,18,1,11
805,M029267611,0,30,Z10,Z10,254500.0,18,0,27
806,M029271593,0,40,Z10,Z10,142000.0,14,0,6
807,M029278038,0,20,Z10,Z10,100000.0,17,0,3
808,M029288128,0,40,Z16,Z16,225000.0,20,0,4
809,M029303850,0,50,Z10,Z10,12900.0,17,0,28
810,M029304628,0,40,Z05,Z13,537200.0,20,0,10
811,M029331815,1,20,Z17,Z17,11600.0,11,0,0
812,M029375271,0,40,Z10,Z10,160000.0,14,0,4
813,M029390229,1,60,Z16,Z16,199900.0,12,1,13
814,M029434140,0,30,Z13,Z10,108000.0,17,0,6
815,M029436227,0,20,Z04,Z04,99000.0,21,0,30
816,M029455769,0,40,Z11,Z16,5650000.0,13,1,38
817,M029466915,1,40,Z14,Z14,815000.0,18,0,9
818,M029472955,1,30,Z13,Z13,371400.0,15,1,40
819,M029478403,0,40,Z09,Z09,225000.0,18,1,66
820,M029513065,1,40,Z11,Z17,316000.0,17,0,49
821,M029535462,0,50,Z17,Z17,159200.0,[14 15],0,4
822,M029557380,1,50,Z10,Z10,404600.0,17,1,47
823,M029587621,0,50,Z08,Z08,529000.0,18,1,67
824,M029625017,0,40,Z17,Z17,4100000.0,18,0,63
825,M029668918,1,50,Z17,Z03,4000000.0,17,1,107
826,M029687828,1,30,Z10,Z10,275000.0,16,1,25
827,M029735598,0,40,Z17,Z17,177000.0,12,0,16
828,M029758319,1,30,Z13,Z13,674500.0,7,1,85
829,M029877095,0,40,Z14,Z14,279300.0,19,0,15
830,M030035289,0,50,Z16,Z16,109000.0,16,0,0
831,M030043636,1,50,Z17,Z04,7800.0,20,0,0
832,M030085343,0,20,Z11,Z11,168800.0,14,1,17
833,M030122779,1,50,Z17,Z17,181300.0,16,1,3
834,M030146466,0,20,Z17,Z17,79800.0,14,0,43
835,M030195680,0,40,Z17,Z17,98000.0,21,1,43
836,M030238944,0,50,Z01,Z10,1200000.0,16,1,39
837,M030330113,0,20,Z12,Z03,204000.0,15,0,3
838,M030367292,0,50,Z17,Z06,1450000.0,16,0,6
839,M030383189,1,30,Z10,Z10,664000.0,20,0,18
840,M030394348,0,20,Z16,Z16,24200.0,13,0,5
841,M030424405,1,50,Z10,Z10,76200.0,18,0,0
842,M030462773,0,30,Z17,Z17,128800.0,15,1,32
843,M030477840,0,30,Z16,Z16,865000.0,16,1,75
844,M030561105,0,30,Z17,Z17,183000.0,19,0,2
845,M030573362,0,70,Z16,Z16,169000.0,13,0,4
846,M030608693,0,50,Z16,Z16,319000.0,15,1,10
847,M030716505,1,30,Z15,Z17,142000.0,19,1,23
848,M030751344,0,40,Z10,Z10,370000.0,12,1,25
849,M030809402,0,60,Z10,Z10,25684.0,18,0,20
850,M030815912,0,40,Z04,Z10,51700.0,15,0,5
851,M030872242,1,40,Z13,Z13,160000.0,19,0,18
852,M030879296,0,30,Z10,Z17,329000.0,18,1,21
853,M030915178,0,20,Z10,[],32900.0,11,1,0
854,M030918245,0,60,Z10,Z10,59000.0,13,1,75
855,M030919358,0,30,Z17,Z10,70000.0,17,0,0
856,M030959068,0,60,Z10,[],18900.0,[10 21],1,0
857,M030971111,0,20,Z07,Z07,10000.0,6,0,25
858,M030996048,0,30,Z10,Z10,209100.0,11,1,29
859,M031007506,0,30,Z15,Z08,173400.0,16,0,0
860,M031044756,1,50,Z17,Z17,41000.0,21,0,38
861,M031051255,1,20,Z03,Z17,360000.0,19,0,13
862,M031064579,0,40,Z12,Z12,325000.0,15,1,92
863,M031090387,0,30,Z17,Z17,6000000.0,13,1,14
864,M031092903,0,40,Z17,Z17,22399.0,12,0,11
865,M031111212,0,60,Z11,Z16,71600.0,19,0,5
866,M031123747,0,60,Z10,Z10,99000.0,18,0,2
867,M031139531,0,40,Z10,Z10,276000.0,15,0,26
868,M031140733,0,50,Z10,Z10,169000.0,15,1,53
869,M031193983,0,40,Z08,Z08,15600.0,10,0,48
870,M031310236,0,50,Z16,Z16,1539000.0,13,0,10
871,M031322959,1,40,Z17,Z17,315000.0,19,0,20
872,M031435620,1,70,Z10,Z10,23800.0,15,0,8
873,M031495462,1,60,Z05,Z05,59400.0,13,0,10
874,M031564686,0,70,Z06,Z06,20900.0,12,0,28
875,M031566764,1,30,Z10,Z10,13930800.0,21,0,18
876,M031568194,1,30,Z13,[],329000.0,[18 20],0,0
877,M031598024,0,40,Z10,Z10,119000.0,14,0,122
878,M031604439,0,40,Z05,Z05,57300.0,13,0,50
879,M031642329,1,50,Z10,Z10,12361.0,19,0,7
880,M031662181,0,30,Z17,Z17,49900.0,17,1,41
881,M031687336,0,40,Z11,[],259000.0,18,1,8
882,M031700216,0,40,Z17,Z17,10000000.0,18,1,55
883,M031704059,0,40,Z17,Z17,990000.0,12,1,69
884,M031722049,0,50,Z10,Z10,19960.0,17,0,39
885,M031744079,1,20,Z17,Z10,115600.0,18,0,31
886,M031925364,0,20,Z16,Z16,84000.0,14,1,6
887,M031983799,0,20,Z10,Z10,106000.0,19,0,1
888,M032032611,0,30,Z17,Z17,540000.0,12,1,28
889,M032125275,0,30,Z05,Z05,134100.0,14,0,65
890,M032127141,0,30,Z17,Z17,56050.0,20,1,27
891,M032138531,0,50,Z17,Z17,2650000.0,[13 19],0,36
892,M032178607,0,50,Z04,Z04,438400.0,21,0,4
893,M032229908,0,60,Z04,Z04,2189000.0,14,0,30
894,M032253053,0,40,Z09,Z09,50000.0,10,0,26
895,M032297192,1,40,Z17,Z17,57600.0,19,1,64
896,M032346209,0,50,Z17,Z17,252000.0,19,1,27
897,M032503405,0,30,Z09,Z06,229600.0,17,0,27
898,M032536059,0,30,Z10,Z10,1850000.0,21,1,8
899,M032575952,0,30,Z12,Z12,230000.0,15,1,3
900,M032576038,1,30,Z04,Z11,45000.0,18,1,10
901,M032586356,0,30,Z17,Z17,911000.0,18,0,1
902,M032656591,0,40,Z10,Z17,179000.0,21,0,9
903,M032694772,0,30,Z17,Z17,552000.0,19,1,52
904,M032724385,1,50,Z17,Z17,85000.0,21,1,12
905,M032728003,0,30,Z10,Z10,70000.0,20,0,37
906,M032778301,1,30,Z13,Z13,699000.0,14,0,41
907,M032838649,0,40,Z11,Z11,215400.0,13,0,8
908,M032895354,0,30,Z08,Z15,1300000.0,15,1,17
909,M032911167,0,50,Z10,Z10,410000.0,18,1,21
910,M032951594,0,50,Z16,Z16,41800.0,18,0,2
911,M032979283,1,50,Z02,['Z02' 'Z10'],308000.0,14,0,12
912,M033099709,0,30,Z17,Z17,51900.0,[14 16],0,4
913,M033212196,0,20,Z10,Z17,409000.0,13,1,45
914,M033269717,1,30,Z10,Z10,722000.0,20,1,13
915,M033295256,0,40,Z10,Z10,150000.0,13,0,3
