,cust,user_total_items,total_distinct_items,user_average_basket,weekday_rate,weekend_rate
938,M370260069,470,99,1.8875502008032128,0.6867469879518072,0.3132530120481928
940,M812923328,1221,250,6.783333333333333,0.6222222222222222,0.37777777777777777
942,M317778161,263,95,2.191666666666667,0.5833333333333334,0.41666666666666663
943,M310879031,313,121,4.408450704225352,0.2112676056338028,0.7887323943661972
944,M420179972,388,87,1.533596837944664,0.691699604743083,0.308300395256917
945,M239456864,177,88,4.538461538461538,0.23076923076923078,0.7692307692307692
946,M260108058,98,55,1.3611111111111112,0.8055555555555556,0.19444444444444442
951,M205853827,420,145,2.9577464788732395,0.5915492957746479,0.4084507042253521
957,M543457581,128,38,5.818181818181818,0.6818181818181818,0.31818181818181823
959,M505580896,341,112,1.739795918367347,0.3163265306122449,0.6836734693877551
962,M625429451,619,206,4.551470588235294,0.33088235294117646,0.6691176470588236
964,M825964298,321,160,1.8554913294797688,0.6242774566473989,0.37572254335260113
965,M924062191,189,54,1.7339449541284404,0.7247706422018348,0.27522935779816515
968,M509390954,249,82,1.3105263157894738,0.7473684210526316,0.25263157894736843
969,M447665075,64,42,1.7777777777777777,0.6944444444444444,0.3055555555555556
973,M651584265,30,21,1.875,0.625,0.375
974,M940559202,479,175,1.8352490421455938,0.8275862068965517,0.1724137931034483
975,M911032593,306,140,2.1702127659574466,0.6099290780141844,0.3900709219858156
976,M843199447,191,44,2.0760869565217392,0.6195652173913043,0.3804347826086957
979,M037549585,37,15,1.2333333333333334,0.43333333333333335,0.5666666666666667
980,M382066932,250,56,1.644736842105263,0.4868421052631579,0.513157894736842
981,M169884285,41,23,1.7083333333333333,0.6666666666666666,0.33333333333333337
987,M291721116,213,65,4.346938775510204,0.42857142857142855,0.5714285714285714
988,M321922863,382,89,1.8817733990147782,0.4975369458128079,0.5024630541871922
996,M738742974,531,156,6.475609756097561,0.7682926829268293,0.23170731707317072
1001,M770073054,587,132,3.9133333333333336,0.62,0.38
1004,M052658222,76,29,1.4074074074074074,0.3888888888888889,0.6111111111111112
1006,M744407507,826,205,3.23921568627451,0.792156862745098,0.207843137254902
1007,M197653603,342,151,2.0727272727272728,0.5212121212121212,0.47878787878787876
1013,M103987218,208,70,2.2857142857142856,0.7802197802197802,0.21978021978021978
1015,M789149017,23,11,1.2105263157894737,0.631578947368421,0.368421052631579
1016,M004587507,9,6,1.0,0.3333333333333333,0.6666666666666667
1017,M161646674,283,110,3.451219512195122,0.5975609756097561,0.4024390243902439
1024,M533392376,442,139,3.112676056338028,0.7676056338028169,0.23239436619718312
1025,M486284864,233,23,6.472222222222222,0.027777777777777776,0.9722222222222222
1028,M159645226,85,34,1.8085106382978724,0.2978723404255319,0.7021276595744681
1029,M448120037,145,48,1.7901234567901234,0.41975308641975306,0.5802469135802469
1030,M158532801,120,36,1.5584415584415585,0.11688311688311688,0.8831168831168831
1032,M268374518,359,85,2.229813664596273,0.6708074534161491,0.3291925465838509
1034,M048586165,744,212,9.073170731707316,0.3780487804878049,0.6219512195121951
1043,M535698992,69,30,3.8333333333333335,0.3333333333333333,0.6666666666666667
1044,M945881742,454,151,12.27027027027027,0.8648648648648649,0.1351351351351351
1045,M641156531,90,29,1.6071428571428572,0.5714285714285714,0.4285714285714286
1046,M272944686,48,29,4.363636363636363,0.6363636363636364,0.36363636363636365
1047,M062070017,110,50,4.074074074074074,0.7407407407407407,0.2592592592592593
1049,M377860296,38,25,1.4074074074074074,0.9629629629629629,0.03703703703703709
1054,M457856735,927,190,4.232876712328767,0.2511415525114155,0.7488584474885844
1056,M640393594,36,26,2.1176470588235294,0.17647058823529413,0.8235294117647058
1063,M838155540,598,124,5.4363636363636365,0.8636363636363636,0.13636363636363635
1065,M567731848,290,77,2.013888888888889,0.7152777777777778,0.2847222222222222
1067,M175335964,45,21,1.2162162162162162,0.6756756756756757,0.32432432432432434
1074,M113692612,222,83,1.734375,0.8359375,0.1640625
1079,M227342586,30,17,1.3636363636363635,0.45454545454545453,0.5454545454545454
1080,M462614169,82,36,1.7826086956521738,0.782608695652174,0.21739130434782605
1087,M704486944,194,82,4.311111111111111,0.5333333333333333,0.4666666666666667
1090,M899952883,479,134,3.5481481481481483,0.6592592592592592,0.3407407407407408
1092,M269937567,107,44,5.095238095238095,0.6666666666666666,0.33333333333333337
1094,M215000348,1353,284,6.178082191780822,0.1461187214611872,0.8538812785388128
1095,M064227091,183,66,1.297872340425532,0.6524822695035462,0.34751773049645385
1096,M703402841,77,23,1.9743589743589745,0.28205128205128205,0.717948717948718
1097,M288122959,295,113,3.2777777777777777,0.6333333333333333,0.3666666666666667
1101,M274631955,727,195,4.226744186046512,0.9476744186046512,0.05232558139534882
1103,M286040234,237,44,4.471698113207547,0.7735849056603774,0.2264150943396226
1108,M104139172,500,137,2.336448598130841,0.411214953271028,0.5887850467289719
1109,M856898887,241,57,1.5751633986928104,0.0784313725490196,0.9215686274509804
1111,M424230942,342,98,3.4545454545454546,0.6464646464646465,0.3535353535353535
1113,M286637411,204,76,1.4166666666666667,0.7708333333333334,0.22916666666666663
1115,M020920877,115,31,1.2777777777777777,0.7777777777777778,0.2222222222222222
1116,M295588415,110,32,3.3333333333333335,0.36363636363636365,0.6363636363636364
1117,M464358935,135,62,1.3917525773195876,0.15463917525773196,0.845360824742268
1119,M238146872,264,78,1.9130434782608696,0.717391304347826,0.28260869565217395
1121,M461969082,647,218,2.753191489361702,0.9574468085106383,0.04255319148936165
1122,M627191879,276,75,3.101123595505618,0.5280898876404494,0.4719101123595506
1123,M331860912,49,30,1.6896551724137931,0.7586206896551724,0.24137931034482762
1124,M149580352,281,93,1.8246753246753247,0.2987012987012987,0.7012987012987013
1126,M553468418,72,27,2.6666666666666665,0.7037037037037037,0.2962962962962963
1127,M885168044,122,69,3.2972972972972974,0.7027027027027027,0.29729729729729726
1129,M335230847,130,72,2.7083333333333335,0.3125,0.6875
1131,M645893622,1744,238,11.783783783783784,0.46621621621621623,0.5337837837837838
1133,M294454565,17,8,1.0,0.47058823529411764,0.5294117647058824
1134,M494552022,883,210,3.574898785425101,0.4939271255060729,0.5060728744939271
1136,M392722404,358,87,3.6161616161616164,0.25252525252525254,0.7474747474747474
1140,M265171549,36,21,1.44,0.12,0.88
1147,M483322759,78,27,1.2,0.27692307692307694,0.7230769230769231
1149,M186539937,152,52,2.0,0.35526315789473684,0.6447368421052632
1154,M667783474,29,12,2.0714285714285716,0.42857142857142855,0.5714285714285714
1155,M701933325,632,179,4.185430463576159,0.5629139072847682,0.4370860927152318
1156,M980537906,224,87,3.2,0.5428571428571428,0.4571428571428572
1157,M044182143,103,41,2.5121951219512195,0.5853658536585366,0.41463414634146345
1159,M517245362,102,40,1.7,0.65,0.35
1161,M571676652,572,178,2.86,0.29,0.71
1165,M917797112,990,114,3.9130434782608696,0.6600790513833992,0.3399209486166008
1166,M026605333,93,52,2.066666666666667,0.6666666666666666,0.33333333333333337
1167,M364284088,473,101,4.420560747663552,0.5887850467289719,0.4112149532710281
1170,M660301726,425,132,1.7489711934156378,0.6872427983539094,0.31275720164609055
1171,M255871703,267,106,1.6181818181818182,0.9575757575757575,0.042424242424242475
1174,M403583215,285,81,1.6101694915254237,0.3220338983050847,0.6779661016949152
1180,M918705590,69,41,2.4642857142857144,0.75,0.25
1181,M354360463,198,49,3.5357142857142856,0.6428571428571429,0.3571428571428571
1190,M980459351,562,118,3.8758620689655174,0.593103448275862,0.40689655172413797
1192,M489416351,399,129,3.911764705882353,0.7549019607843137,0.2450980392156863
1196,M663103216,90,57,4.5,0.6,0.4
1199,M414198309,90,41,6.0,0.4,0.6
1200,M058162968,177,30,1.1568627450980393,0.7516339869281046,0.24836601307189543
1203,M004593982,282,81,1.3492822966507176,0.6985645933014354,0.3014354066985646
1204,M827683028,384,78,3.2,0.525,0.475
1211,M213497895,829,204,8.726315789473684,0.6947368421052632,0.3052631578947368
1212,M551977725,631,162,8.08974358974359,0.6025641025641025,0.39743589743589747
1214,M599814882,69,39,1.2777777777777777,0.1111111111111111,0.8888888888888888
1216,M872525831,72,28,1.3333333333333333,0.35185185185185186,0.6481481481481481
1220,M927546875,108,38,4.0,0.7037037037037037,0.2962962962962963
1221,M851142445,528,128,3.7985611510791366,0.37410071942446044,0.6258992805755396
1223,M989453963,276,51,1.4450261780104712,0.7068062827225131,0.2931937172774869
1226,M456939424,720,158,3.272727272727273,0.65,0.35
1233,M516435633,1108,187,8.864,0.72,0.28
1235,M277906716,113,59,1.527027027027027,0.6486486486486487,0.3513513513513513
1236,M911522789,346,65,4.675675675675675,0.2972972972972973,0.7027027027027026
1240,M134342215,66,37,2.2,0.6,0.4
1242,M111898182,365,78,1.6367713004484306,0.5112107623318386,0.4887892376681614
1245,M481452331,361,77,1.48559670781893,0.5679012345679012,0.4320987654320988
1246,M392096284,562,143,5.564356435643564,0.6039603960396039,0.39603960396039606
1249,M986600139,69,42,5.75,0.9166666666666666,0.08333333333333337
1254,M525743136,215,75,3.208955223880597,0.5522388059701493,0.4477611940298507
1255,M500919418,130,58,2.1311475409836067,0.7049180327868853,0.29508196721311475
1256,M616303006,438,108,2.075829383886256,0.8672985781990521,0.1327014218009479
1257,M519465785,93,55,3.4444444444444446,0.4444444444444444,0.5555555555555556
1261,M255591688,74,28,1.4509803921568627,0.5294117647058824,0.47058823529411764
1263,M902457354,290,102,2.457627118644068,0.8305084745762712,0.1694915254237288
1264,M069274206,167,61,3.2115384615384617,0.7307692307692307,0.2692307692307693
1276,M655005548,37,18,1.3214285714285714,0.4642857142857143,0.5357142857142857
1277,M844427724,48,27,6.857142857142857,0.0,1.0
1280,M170002691,208,78,2.0194174757281553,0.49514563106796117,0.5048543689320388
1281,M000494848,547,154,3.41875,0.725,0.275
1283,M594524416,565,175,2.677725118483412,0.5497630331753555,0.45023696682464454
1284,M148427764,147,55,3.972972972972973,0.6216216216216216,0.3783783783783784
1289,M969970159,59,22,1.372093023255814,0.813953488372093,0.18604651162790697
1294,M678167302,115,65,1.7424242424242424,0.8787878787878788,0.12121212121212122
1299,M991141403,138,62,1.6235294117647059,0.8235294117647058,0.17647058823529416
1300,M910023708,193,95,2.6805555555555554,0.4722222222222222,0.5277777777777778
1301,M885528088,140,80,2.978723404255319,0.5531914893617021,0.44680851063829785
1302,M068426492,337,131,3.4742268041237114,0.5567010309278351,0.44329896907216493
1303,M028027752,360,122,6.428571428571429,0.2857142857142857,0.7142857142857143
1307,M134653945,263,66,1.5470588235294118,0.788235294117647,0.21176470588235297
1310,M627315592,120,48,1.8461538461538463,0.46153846153846156,0.5384615384615384
1313,M104776596,342,116,1.4132231404958677,0.3181818181818182,0.6818181818181819
1315,M089277448,132,25,2.4444444444444446,0.16666666666666666,0.8333333333333334
1317,M489604777,57,26,1.425,0.5,0.5
1329,M478752259,356,108,3.7872340425531914,0.5851063829787234,0.4148936170212766
1330,M915145900,401,79,2.3588235294117648,0.4588235294117647,0.5411764705882354
1331,M157271197,295,120,2.006802721088435,0.564625850340136,0.435374149659864
1334,M546022803,328,130,2.6031746031746033,0.16666666666666666,0.8333333333333334
1336,M459591909,114,76,4.222222222222222,0.7777777777777778,0.2222222222222222
1340,M846027992,470,78,2.175925925925926,0.7175925925925926,0.28240740740740744
1349,M755391340,445,145,2.4722222222222223,0.4222222222222222,0.5777777777777777
1351,M659649884,766,218,7.158878504672897,0.411214953271028,0.5887850467289719
1366,M858154892,123,61,3.727272727272727,0.6060606060606061,0.3939393939393939
1370,M636195590,390,132,3.75,0.625,0.375
1372,M768436652,46,22,1.4838709677419355,0.41935483870967744,0.5806451612903225
1374,M535617055,455,145,2.28643216080402,0.6482412060301508,0.3517587939698492
1375,M202671260,126,49,1.5365853658536586,0.4146341463414634,0.5853658536585367
1380,M371850099,318,129,1.9875,0.50625,0.49375
1381,M265390888,343,135,2.053892215568862,0.6347305389221557,0.3652694610778443
1382,M396912295,45,27,1.5,0.3,0.7
1383,M754245264,233,59,1.6762589928057554,0.6258992805755396,0.37410071942446044
1384,M286538837,372,147,2.0217391304347827,0.5706521739130435,0.42934782608695654
1385,M528020998,440,155,2.732919254658385,0.6335403726708074,0.36645962732919257
1388,M533679068,172,73,1.4098360655737705,0.6557377049180327,0.34426229508196726
1391,M855656813,131,64,3.8529411764705883,0.3235294117647059,0.6764705882352942
1396,M480330943,95,25,2.5675675675675675,0.5945945945945946,0.4054054054054054
1399,M883312961,72,24,1.5,0.4166666666666667,0.5833333333333333
1400,M891307633,135,58,1.646341463414634,0.47560975609756095,0.524390243902439
1401,M667357111,219,98,2.7037037037037037,0.5925925925925926,0.40740740740740744
1402,M492608468,79,28,2.0256410256410255,0.2564102564102564,0.7435897435897436
1406,M252271322,51,32,2.4285714285714284,0.7142857142857143,0.2857142857142857
1407,M478731526,359,105,1.5147679324894514,0.6160337552742616,0.38396624472573837
1408,M089914432,300,97,1.9230769230769231,0.6730769230769231,0.32692307692307687
1411,M323029767,991,182,4.905940594059406,0.7673267326732673,0.23267326732673266
1414,M579506120,331,116,2.221476510067114,0.31543624161073824,0.6845637583892618
1416,M766516104,1201,271,6.785310734463277,0.4632768361581921,0.536723163841808
1417,M649837146,205,29,2.4698795180722892,0.4578313253012048,0.5421686746987953
1425,M489412130,222,49,6.166666666666667,0.3333333333333333,0.6666666666666667
1428,M826670261,102,57,3.5172413793103448,0.27586206896551724,0.7241379310344828
1430,M808766026,193,93,1.8037383177570094,0.6542056074766355,0.3457943925233645
1431,M631280002,186,40,6.642857142857143,0.8214285714285714,0.1785714285714286
1432,M053820581,108,45,4.0,0.7037037037037037,0.2962962962962963
1435,M009962161,126,39,1.68,0.5733333333333334,0.42666666666666664
1441,M632725510,112,52,3.8620689655172415,0.2413793103448276,0.7586206896551724
1442,M167454658,177,95,3.339622641509434,0.6792452830188679,0.3207547169811321
1443,M667159572,43,28,1.7916666666666667,0.125,0.875
1444,M344255126,421,73,5.072289156626506,0.6385542168674698,0.3614457831325302
1452,M124503444,518,98,2.2920353982300883,0.7699115044247787,0.23008849557522126
1456,M598878531,171,47,1.4369747899159664,0.7983193277310925,0.2016806722689075
1457,M130292394,289,112,1.396135265700483,0.4782608695652174,0.5217391304347826
1461,M039885076,114,51,4.75,0.5,0.5
1462,M113360098,101,32,2.2444444444444445,0.3333333333333333,0.6666666666666667
1463,M699566780,330,114,1.4666666666666666,0.5733333333333334,0.42666666666666664
1466,M939580281,115,42,1.25,0.21739130434782608,0.782608695652174
1469,M725738578,632,128,6.448979591836735,0.6530612244897959,0.34693877551020413
1473,M581096669,220,91,5.238095238095238,0.5714285714285714,0.4285714285714286
1476,M699802634,345,120,4.662162162162162,0.581081081081081,0.41891891891891897
1477,M503044985,55,37,1.5277777777777777,0.5277777777777778,0.4722222222222222
1480,M545113921,196,62,1.462686567164179,0.47761194029850745,0.5223880597014925
1484,M047617436,93,37,2.90625,0.9375,0.0625
1485,M290933311,106,48,1.2183908045977012,0.3333333333333333,0.6666666666666667
1486,M273889833,1337,263,5.2637795275590555,0.6811023622047244,0.3188976377952756
1488,M610316934,127,57,3.4324324324324325,0.5945945945945946,0.4054054054054054
1489,M724072323,305,121,3.546511627906977,0.7790697674418605,0.22093023255813948
1497,M854194558,325,75,1.7759562841530054,0.726775956284153,0.27322404371584696
1499,M692001597,265,129,1.9485294117647058,0.5955882352941176,0.40441176470588236
1500,M261996585,143,49,1.8333333333333333,0.782051282051282,0.21794871794871795
1501,M988634747,32,8,1.1851851851851851,0.37037037037037035,0.6296296296296297
1502,M500927388,495,108,3.2142857142857144,0.24675324675324675,0.7532467532467533
1511,M973707053,162,58,1.8620689655172413,0.5402298850574713,0.45977011494252873
1513,M349123093,817,214,4.39247311827957,0.6989247311827957,0.30107526881720426
1516,M586351858,419,102,4.988095238095238,0.6428571428571429,0.3571428571428571
1517,M022193612,1026,199,5.13,0.78,0.21999999999999997
1518,M030608693,47,22,1.4242424242424243,0.5757575757575758,0.4242424242424242
1521,M358569376,444,103,3.0,0.6081081081081081,0.3918918918918919
